id_tweets,sentiment_mistral,prompt
322,positive,2
322,positive,3
322,positive,4
322,positive,5
322,positive,6
322,positive,7
322,positive,8
324,neutral,1
324,neutral,2
324,neutral,3
324,neutral,4
324,neutral,5
324,neutral,6
324,neutral,7
324,neutral,8
325,neutral,1
325,neutral,2
325,neutral,3
325,neutral,4
325,neutral,5
325,neutral,6
325,neutral,7
325,neutral,8
326,neutral,1
326,neutral,2
326,positive,3
326,positive,4
326,positive,5
326,positive,6
326,positive,7
326,positive,8
327,neutral,1
327,neutral,2
327,neutral,3
327,neutral,4
327,positive,5
327,neutral,6
327,positive,7
327,positive,8
328,neutral,1
328,neutral,2
328,neutral,3
328,neutral,4
328,neutral,5
328,neutral,6
328,positive,7
328,neutral,8
330,positive,1
330,positive,2
330,neutral,3
330,neutral,4
330,neutral,5
330,positive,6
330,positive,7
330,neutral,8
331,neutral,1
331,neutral,2
331,neutral,3
331,negative,4
331,negative,5
331,negative,6
331,neutral,7
331,negative,8
332,neutral,1
332,neutral,2
332,neutral,3
332,negative,4
332,negative,5
332,neutral,6
332,negative,7
332,neutral,8
334,positive,1
334,positive,2
334,positive,3
334,positive,4
334,positive,5
334,positive,6
334,positive,7
334,positive,8
335,neutral,1
335,neutral,2
335,neutral,3
335,negative,4
335,negative,5
335,negative,6
335,positive,7
335,negative,8
336,neutral,1
336,neutral,2
336,neutral,3
336,neutral,4
336,neutral,5
336,neutral,6
336,neutral,7
336,neutral,8
337,neutral,1
337,neutral,2
337,neutral,3
337,neutral,4
337,neutral,5
337,neutral,6
337,neutral,7
337,neutral,8
338,negative,1
338,negative,2
338,neutral,3
338,neutral,4
338,neutral,5
338,neutral,6
338,neutral,7
338,neutral,8
339,negative,1
339,neutral,2
339,negative,3
339,negative,4
339,negative,5
339,negative,6
339,negative,7
339,negative,8
340,neutral,1
340,neutral,2
340,neutral,3
340,positive,4
340,positive,5
340,positive,6
340,neutral,7
340,positive,8
341,neutral,1
341,neutral,2
341,neutral,3
341,neutral,4
341,neutral,5
341,neutral,6
341,neutral,7
341,neutral,8
344,neutral,1
344,neutral,2
344,neutral,3
344,neutral,4
344,neutral,5
344,neutral,6
344,neutral,7
344,neutral,8
345,neutral,1
345,neutral,2
345,neutral,3
345,neutral,4
345,neutral,5
345,neutral,6
345,neutral,7
345,neutral,8
346,positive,1
346,positive,2
346,positive,3
346,positive,4
346,positive,5
346,positive,6
346,positive,7
346,positive,8
350,neutral,1
350,neutral,2
350,negative,3
350,negative,4
350,negative,5
350,negative,6
350,neutral,7
350,neutral,8
352,negative,1
352,negative,2
352,negative,3
352,negative,4
352,negative,5
352,negative,6
352,negative,7
352,negative,8
354,neutral,1
354,neutral,2
354,neutral,3
354,neutral,4
354,neutral,5
354,neutral,6
354,neutral,7
354,neutral,8
355,positive,1
355,neutral,2
355,neutral,3
355,neutral,4
355,positive,5
355,positive,6
355,positive,7
355,neutral,8
356,negative,1
356,neutral,2
356,negative,3
356,negative,4
356,negative,5
356,negative,6
356,negative,7
356,negative,8
357,neutral,1
357,neutral,2
357,negative,3
357,negative,4
357,negative,5
357,negative,6
357,neutral,7
357,negative,8
358,neutral,1
358,neutral,2
358,neutral,3
358,negative,4
358,neutral,5
358,neutral,6
358,neutral,7
358,neutral,8
360,neutral,1
360,positive,2
360,positive,3
360,positive,4
360,positive,5
360,positive,6
360,positive,7
360,positive,8
361,positive,1
361,neutral,2
361,neutral,3
361,positive,4
361,positive,5
361,positive,6
361,positive,7
361,positive,8
362,negative,1
362,negative,2
362,negative,3
362,negative,4
362,negative,5
362,negative,6
362,negative,7
362,negative,8
363,neutral,1
363,neutral,2
363,neutral,3
363,neutral,4
363,neutral,5
363,neutral,6
363,neutral,7
363,neutral,8
364,neutral,1
364,neutral,2
364,neutral,3
364,negative,4
364,negative,5
364,neutral,6
364,neutral,7
364,neutral,8
365,negative,1
365,negative,2
365,negative,3
365,negative,4
365,negative,5
365,negative,6
365,negative,7
365,negative,8
366,neutral,1
366,neutral,2
366,neutral,3
366,neutral,4
366,neutral,5
366,neutral,6
366,neutral,7
366,neutral,8
368,negative,1
368,neutral,2
368,neutral,3
368,negative,4
368,negative,5
368,negative,6
368,negative,7
368,negative,8
369,neutral,1
369,neutral,2
369,negative,3
369,negative,4
369,negative,5
369,negative,6
369,negative,7
369,negative,8
370,negative,1
370,negative,2
370,negative,3
370,negative,4
370,negative,5
370,negative,6
370,negative,7
370,negative,8
371,neutral,1
371,neutral,2
371,neutral,3
371,neutral,4
371,neutral,5
371,neutral,6
371,neutral,7
371,neutral,8
372,neutral,1
372,neutral,2
372,negative,3
372,negative,4
372,negative,5
372,negative,6
372,negative,7
372,negative,8
373,neutral,1
373,neutral,2
373,neutral,3
373,neutral,4
373,neutral,5
373,neutral,6
373,neutral,7
373,neutral,8
375,neutral,1
375,neutral,2
375,neutral,3
375,neutral,4
375,neutral,5
375,neutral,6
375,neutral,7
375,neutral,8
376,positive,1
376,neutral,2
376,positive,3
376,positive,4
376,positive,5
376,positive,6
376,positive,7
376,positive,8
377,neutral,1
377,neutral,2
377,neutral,3
377,neutral,4
377,neutral,5
377,neutral,6
377,positive,7
377,neutral,8
378,positive,1
378,positive,2
378,positive,3
378,positive,4
378,positive,5
378,positive,6
378,positive,7
378,positive,8
379,neutral,1
379,neutral,2
379,positive,3
379,negative,4
379,neutral,5
379,neutral,6
379,positive,7
379,positive,8
381,neutral,1
381,neutral,2
381,neutral,3
381,neutral,4
381,neutral,5
381,neutral,6
381,positive,7
381,neutral,8
382,negative,1
382,negative,2
382,negative,3
382,negative,4
382,negative,5
382,negative,6
382,negative,7
382,negative,8
383,neutral,1
383,positive,2
383,positive,3
383,positive,4
383,positive,5
383,positive,6
383,positive,7
383,positive,8
384,neutral,1
384,negative,2
384,negative,3
384,negative,4
384,negative,5
384,negative,6
384,neutral,7
384,negative,8
385,negative,1
385,negative,2
385,negative,3
385,negative,4
385,negative,5
385,negative,6
385,negative,7
385,negative,8
386,neutral,1
386,negative,2
386,negative,3
386,negative,4
386,negative,5
386,negative,6
386,negative,7
386,negative,8
387,neutral,1
387,neutral,2
387,neutral,3
387,neutral,4
387,neutral,5
387,neutral,6
387,neutral,7
387,neutral,8
388,neutral,1
388,neutral,2
388,neutral,3
388,neutral,4
388,neutral,5
388,neutral,6
388,neutral,7
388,neutral,8
389,negative,1
389,neutral,2
389,negative,3
389,negative,4
389,negative,5
389,negative,6
389,negative,7
389,negative,8
390,neutral,1
390,neutral,2
390,neutral,3
390,neutral,4
390,neutral,5
390,neutral,6
390,neutral,7
390,neutral,8
391,neutral,1
391,neutral,2
391,neutral,3
391,negative,4
391,negative,5
391,negative,6
391,negative,7
391,neutral,8
392,neutral,1
392,neutral,2
392,positive,3
392,neutral,4
392,negative,5
392,neutral,6
392,negative,7
392,neutral,8
393,neutral,1
393,neutral,2
393,negative,3
393,negative,4
393,negative,5
393,negative,6
393,negative,7
393,negative,8
394,neutral,1
394,negative,2
394,neutral,3
394,neutral,4
394,neutral,5
394,neutral,6
394,neutral,7
394,neutral,8
395,neutral,1
395,neutral,2
395,neutral,3
395,neutral,4
395,neutral,5
395,neutral,6
395,positive,7
395,neutral,8
396,negative,1
396,negative,2
396,negative,3
396,negative,4
396,negative,5
396,negative,6
396,negative,7
396,negative,8
397,negative,1
397,negative,2
397,negative,3
397,negative,4
397,negative,5
397,negative,6
397,negative,7
397,negative,8
399,positive,1
399,positive,2
399,neutral,3
399,neutral,4
399,neutral,5
399,neutral,6
399,positive,7
399,neutral,8
400,positive,1
400,positive,2
400,neutral,3
400,neutral,4
400,neutral,5
400,neutral,6
400,positive,7
400,neutral,8
401,neutral,1
401,neutral,2
401,neutral,3
401,neutral,4
401,neutral,5
401,neutral,6
401,neutral,7
401,neutral,8
402,neutral,1
402,neutral,2
402,neutral,3
402,neutral,4
402,neutral,5
402,neutral,6
402,neutral,7
402,neutral,8
403,neutral,1
403,neutral,2
403,neutral,3
403,neutral,4
403,neutral,5
403,neutral,6
403,neutral,7
403,neutral,8
404,neutral,1
404,neutral,2
404,neutral,3
404,neutral,4
404,negative,5
404,neutral,6
404,neutral,7
404,neutral,8
405,positive,1
405,positive,2
405,positive,3
405,positive,4
405,positive,5
405,positive,6
405,positive,7
405,positive,8
406,negative,1
406,negative,2
406,negative,3
406,negative,4
406,negative,5
406,negative,6
406,neutral,7
406,negative,8
407,positive,1
407,positive,2
407,positive,3
407,positive,4
407,positive,5
407,positive,6
407,positive,7
407,positive,8
408,positive,1
408,neutral,2
408,positive,3
408,positive,4
408,neutral,5
408,neutral,6
408,positive,7
408,neutral,8
409,negative,1
409,negative,2
409,negative,3
409,negative,4
409,negative,5
409,negative,6
409,negative,7
409,negative,8
410,negative,1
410,neutral,2
410,neutral,3
410,neutral,4
410,neutral,5
410,neutral,6
410,neutral,7
410,neutral,8
411,neutral,1
411,neutral,2
411,neutral,3
411,neutral,4
411,neutral,5
411,neutral,6
411,neutral,7
411,neutral,8
412,neutral,1
412,neutral,2
412,neutral,3
412,neutral,4
412,neutral,5
412,neutral,6
412,neutral,7
412,neutral,8
415,negative,1
415,negative,2
415,negative,3
415,negative,4
415,negative,5
415,negative,6
415,negative,7
415,negative,8
416,neutral,1
416,neutral,2
416,neutral,3
416,neutral,4
416,positive,5
416,positive,6
416,neutral,7
416,neutral,8
417,neutral,1
417,neutral,2
417,neutral,3
417,neutral,4
417,neutral,5
417,neutral,6
417,neutral,7
417,neutral,8
418,neutral,1
418,neutral,2
418,neutral,3
418,neutral,4
418,neutral,5
418,neutral,6
418,neutral,7
418,neutral,8
419,neutral,1
419,neutral,2
419,negative,3
419,negative,4
419,negative,5
419,negative,6
419,neutral,7
419,negative,8
420,neutral,1
420,neutral,2
420,positive,3
420,positive,4
420,positive,5
420,positive,6
420,positive,7
420,positive,8
421,neutral,1
421,neutral,2
421,neutral,3
421,negative,4
421,neutral,5
421,negative,6
421,neutral,7
421,positive,8
422,neutral,1
422,neutral,2
422,neutral,3
422,neutral,4
422,negative,5
422,neutral,6
422,neutral,7
422,neutral,8
423,negative,1
423,neutral,2
423,neutral,3
423,negative,4
423,negative,5
423,neutral,6
423,neutral,7
423,negative,8
425,neutral,1
425,neutral,2
425,neutral,3
425,neutral,4
425,neutral,5
425,neutral,6
425,neutral,7
425,neutral,8
426,neutral,1
426,neutral,2
426,neutral,3
426,neutral,4
426,neutral,5
426,neutral,6
426,positive,7
426,neutral,8
428,negative,1
428,negative,2
428,negative,3
428,negative,4
428,negative,5
428,negative,6
428,negative,7
428,negative,8
429,positive,1
429,positive,2
429,positive,3
429,positive,4
429,positive,5
429,positive,6
429,positive,7
429,positive,8
430,neutral,1
430,neutral,2
430,neutral,3
430,neutral,4
430,neutral,5
430,neutral,6
430,neutral,7
430,neutral,8
431,neutral,1
431,neutral,2
431,neutral,3
431,neutral,4
431,neutral,5
431,neutral,6
431,neutral,7
431,neutral,8
432,negative,1
432,negative,2
432,negative,3
432,negative,4
432,negative,5
432,negative,6
432,negative,7
432,negative,8
433,neutral,1
433,neutral,2
433,neutral,3
433,neutral,4
433,neutral,5
433,neutral,6
433,neutral,7
433,neutral,8
435,neutral,1
435,neutral,2
435,neutral,3
435,neutral,4
435,neutral,5
435,neutral,6
435,neutral,7
435,neutral,8
436,neutral,1
436,neutral,2
436,neutral,3
436,neutral,4
436,negative,5
436,negative,6
436,neutral,7
436,neutral,8
438,neutral,1
438,neutral,2
438,neutral,3
438,neutral,4
438,neutral,5
438,neutral,6
438,neutral,7
438,neutral,8
440,neutral,1
440,neutral,2
440,neutral,3
440,neutral,4
440,neutral,5
440,neutral,6
440,neutral,7
440,neutral,8
441,neutral,1
441,neutral,2
441,neutral,3
441,neutral,4
441,neutral,5
441,neutral,6
441,neutral,7
441,neutral,8
442,neutral,1
442,neutral,2
442,neutral,3
442,neutral,4
442,neutral,5
442,neutral,6
442,neutral,7
442,neutral,8
443,positive,1
443,positive,2
443,positive,3
443,neutral,4
443,neutral,5
443,neutral,6
443,neutral,7
443,neutral,8
444,neutral,1
444,neutral,2
444,neutral,3
444,neutral,4
444,neutral,5
444,neutral,6
444,neutral,7
444,neutral,8
445,positive,1
445,positive,2
445,neutral,3
445,positive,4
445,positive,5
445,positive,6
445,positive,7
445,positive,8
446,neutral,1
446,neutral,2
446,neutral,3
446,neutral,4
446,neutral,5
446,neutral,6
446,neutral,7
446,neutral,8
447,neutral,1
447,neutral,2
447,neutral,3
447,neutral,4
447,neutral,5
447,neutral,6
447,neutral,7
447,neutral,8
449,neutral,1
449,neutral,2
449,neutral,3
449,positive,4
449,neutral,5
449,positive,6
449,positive,7
449,neutral,8
452,negative,1
452,neutral,2
452,negative,3
452,negative,4
452,negative,5
452,negative,6
452,negative,7
452,negative,8
453,negative,1
453,negative,2
453,negative,3
453,negative,4
453,negative,5
453,negative,6
453,negative,7
453,negative,8
454,neutral,1
454,neutral,2
454,negative,3
454,negative,4
454,negative,5
454,negative,6
454,negative,7
454,negative,8
455,neutral,1
455,neutral,2
455,neutral,3
455,neutral,4
455,neutral,5
455,neutral,6
455,positive,7
455,neutral,8
456,neutral,1
456,neutral,2
456,neutral,3
456,neutral,4
456,neutral,5
456,neutral,6
456,neutral,7
456,neutral,8
458,negative,1
458,negative,2
458,negative,3
458,negative,4
458,negative,5
458,negative,6
458,negative,7
458,negative,8
459,neutral,1
459,neutral,2
459,neutral,3
459,neutral,4
459,neutral,5
459,neutral,6
459,neutral,7
459,neutral,8
460,positive,1
460,neutral,2
460,neutral,3
460,positive,4
460,neutral,5
460,neutral,6
460,positive,7
460,neutral,8
461,positive,1
461,positive,2
461,positive,3
461,positive,4
461,positive,5
461,positive,6
461,positive,7
461,positive,8
462,neutral,1
462,neutral,2
462,neutral,3
462,neutral,4
462,neutral,5
462,neutral,6
462,neutral,7
462,neutral,8
463,neutral,1
463,neutral,2
463,neutral,3
463,neutral,4
463,neutral,5
463,neutral,6
463,neutral,7
463,neutral,8
464,negative,1
464,negative,2
464,negative,3
464,negative,4
464,negative,5
464,negative,6
464,positive,7
464,negative,8
465,positive,1
465,positive,2
465,positive,3
465,positive,4
465,positive,5
465,positive,6
465,positive,7
465,positive,8
466,neutral,1
466,neutral,2
466,neutral,3
466,neutral,4
466,neutral,5
466,neutral,6
466,neutral,7
466,neutral,8
467,neutral,1
467,positive,2
467,neutral,3
467,neutral,4
467,neutral,5
467,neutral,6
467,neutral,7
467,neutral,8
468,neutral,1
468,neutral,2
468,neutral,3
468,neutral,4
468,positive,5
468,positive,6
468,positive,7
468,positive,8
469,negative,1
469,negative,2
469,negative,3
469,negative,4
469,negative,5
469,negative,6
469,negative,7
469,negative,8
470,negative,1
470,negative,2
470,negative,3
470,negative,4
470,negative,5
470,negative,6
470,negative,7
470,negative,8
474,positive,1
474,neutral,2
474,neutral,3
474,neutral,4
474,neutral,5
474,positive,6
474,positive,7
474,neutral,8
477,negative,1
477,negative,2
477,neutral,3
477,negative,4
477,negative,5
477,negative,6
477,negative,7
477,neutral,8
478,neutral,1
478,neutral,2
478,neutral,3
478,neutral,4
478,negative,5
478,neutral,6
478,neutral,7
478,neutral,8
479,neutral,1
479,neutral,2
479,neutral,3
479,neutral,4
479,neutral,5
479,positive,6
479,positive,7
479,positive,8
480,neutral,1
480,neutral,2
480,positive,3
480,positive,4
480,neutral,5
480,neutral,6
480,positive,7
480,neutral,8
482,neutral,1
482,neutral,2
482,neutral,3
482,neutral,4
482,neutral,5
482,neutral,6
482,neutral,7
482,neutral,8
484,neutral,1
484,neutral,2
484,positive,3
484,positive,4
484,positive,5
484,positive,6
484,positive,7
484,positive,8
485,neutral,1
485,neutral,2
485,positive,3
485,positive,4
485,positive,5
485,positive,6
485,positive,7
485,positive,8
486,neutral,1
486,neutral,2
486,neutral,3
486,neutral,4
486,positive,5
486,neutral,6
486,neutral,7
486,neutral,8
487,negative,1
487,neutral,2
487,negative,3
487,negative,4
487,negative,5
487,negative,6
487,negative,7
487,negative,8
488,neutral,1
488,negative,2
488,neutral,3
488,negative,4
488,negative,5
488,negative,6
488,neutral,7
488,negative,8
489,negative,1
489,negative,2
489,negative,3
489,negative,4
489,negative,5
489,negative,6
489,negative,7
489,negative,8
490,negative,1
490,positive,2
490,negative,3
490,negative,4
490,negative,5
490,negative,6
490,positive,7
490,positive,8
491,neutral,1
491,negative,2
491,negative,3
491,negative,4
491,negative,5
491,negative,6
491,negative,7
491,negative,8
492,neutral,1
492,neutral,2
492,neutral,3
492,neutral,4
492,neutral,5
492,neutral,6
492,neutral,7
492,neutral,8
493,positive,1
493,positive,2
493,neutral,3
493,positive,4
493,neutral,5
493,neutral,6
493,positive,7
493,positive,8
494,positive,1
494,positive,2
494,positive,3
494,positive,4
494,positive,5
494,positive,6
494,positive,7
494,positive,8
495,neutral,1
495,neutral,2
495,negative,3
495,negative,4
495,negative,5
495,negative,6
495,negative,7
495,negative,8
496,neutral,1
496,neutral,2
496,positive,3
496,positive,4
496,positive,5
496,positive,6
496,positive,7
496,neutral,8
498,neutral,1
498,neutral,2
498,negative,3
498,negative,4
498,negative,5
498,negative,6
498,neutral,7
498,negative,8
499,neutral,1
499,neutral,2
499,neutral,3
499,positive,4
499,positive,5
499,neutral,6
499,positive,7
499,positive,8
500,negative,1
500,negative,2
500,negative,3
500,negative,4
500,negative,5
500,negative,6
500,negative,7
500,negative,8
501,neutral,1
501,neutral,2
501,neutral,3
501,neutral,4
501,negative,5
501,negative,6
501,neutral,7
501,neutral,8
503,neutral,1
503,positive,2
503,neutral,3
503,neutral,4
503,neutral,5
503,neutral,6
503,neutral,7
503,neutral,8
505,negative,1
505,negative,2
505,negative,3
505,negative,4
505,negative,5
505,negative,6
505,negative,7
505,negative,8
508,neutral,1
508,neutral,2
508,neutral,3
508,neutral,4
508,neutral,5
508,neutral,6
508,neutral,7
508,neutral,8
509,positive,1
509,positive,2
509,positive,3
509,positive,4
509,positive,5
509,positive,6
509,positive,7
509,positive,8
510,neutral,1
510,neutral,2
510,neutral,3
510,neutral,4
510,neutral,5
510,neutral,6
510,neutral,7
510,neutral,8
511,neutral,1
511,neutral,2
511,neutral,3
511,neutral,4
511,neutral,5
511,neutral,6
511,neutral,7
511,neutral,8
513,neutral,1
513,neutral,2
513,neutral,3
513,neutral,4
513,neutral,5
513,neutral,6
513,neutral,7
513,neutral,8
514,neutral,1
514,neutral,2
514,neutral,3
514,neutral,4
514,neutral,5
514,neutral,6
514,neutral,7
514,neutral,8
516,positive,1
516,positive,2
516,positive,3
516,positive,4
516,positive,5
516,positive,6
516,positive,7
516,positive,8
517,neutral,1
517,neutral,2
517,neutral,3
517,neutral,4
517,neutral,5
517,neutral,6
517,neutral,7
517,neutral,8
518,neutral,1
518,neutral,2
518,neutral,3
518,neutral,4
518,neutral,5
518,neutral,6
518,neutral,7
518,neutral,8
519,neutral,1
519,neutral,2
519,neutral,3
519,neutral,4
519,neutral,5
519,neutral,6
519,positive,7
519,neutral,8
520,neutral,1
520,neutral,2
520,negative,3
520,negative,4
520,negative,5
520,negative,6
520,negative,7
520,negative,8
521,negative,1
521,negative,2
521,negative,3
521,negative,4
521,negative,5
521,negative,6
521,negative,7
521,negative,8
522,positive,1
522,positive,2
522,negative,3
522,negative,4
522,negative,5
522,negative,6
522,negative,7
522,neutral,8
523,positive,1
523,positive,2
523,negative,3
523,positive,4
523,negative,5
523,negative,6
523,positive,7
523,positive,8
525,neutral,1
525,neutral,2
525,neutral,3
525,neutral,4
525,neutral,5
525,neutral,6
525,neutral,7
525,neutral,8
526,neutral,1
526,neutral,2
526,neutral,3
526,neutral,4
526,neutral,5
526,neutral,6
526,neutral,7
526,neutral,8
527,positive,1
527,positive,2
527,positive,3
527,positive,4
527,positive,5
527,positive,6
527,positive,7
527,positive,8
528,neutral,1
528,neutral,2
528,neutral,3
528,neutral,4
528,neutral,5
528,neutral,6
528,neutral,7
528,neutral,8
531,neutral,1
531,neutral,2
531,negative,3
531,negative,4
531,negative,5
531,negative,6
531,negative,7
531,neutral,8
532,neutral,1
532,neutral,2
532,neutral,3
532,neutral,4
532,neutral,5
532,neutral,6
532,positive,7
532,neutral,8
533,positive,1
533,positive,2
533,positive,3
533,positive,4
533,positive,5
533,positive,6
533,positive,7
533,positive,8
534,positive,1
534,positive,2
534,positive,3
534,positive,4
534,positive,5
534,positive,6
534,positive,7
534,positive,8
535,neutral,1
535,neutral,2
535,neutral,3
535,neutral,4
535,neutral,5
535,neutral,6
535,neutral,7
535,neutral,8
536,neutral,1
536,neutral,2
536,neutral,3
536,neutral,4
536,neutral,5
536,neutral,6
536,neutral,7
536,neutral,8
537,positive,1
537,positive,2
537,positive,3
537,positive,4
537,positive,5
537,neutral,6
537,positive,7
537,neutral,8
538,neutral,1
538,neutral,2
538,neutral,3
538,neutral,4
538,neutral,5
538,neutral,6
538,neutral,7
538,neutral,8
539,neutral,1
539,neutral,2
539,neutral,3
539,neutral,4
539,neutral,5
539,neutral,6
539,neutral,7
539,neutral,8
540,neutral,1
540,neutral,2
540,positive,3
540,positive,4
540,neutral,5
540,positive,6
540,positive,7
540,positive,8
542,neutral,1
542,neutral,2
542,neutral,3
542,neutral,4
542,neutral,5
542,neutral,6
542,positive,7
542,neutral,8
543,negative,1
543,negative,2
543,negative,3
543,negative,4
543,negative,5
543,negative,6
543,negative,7
543,negative,8
544,neutral,1
544,neutral,2
544,neutral,3
544,negative,4
544,neutral,5
544,negative,6
544,neutral,7
544,neutral,8
545,neutral,1
545,neutral,2
545,neutral,3
545,neutral,4
545,neutral,5
545,neutral,6
545,neutral,7
545,neutral,8
546,neutral,1
546,neutral,2
546,neutral,3
546,negative,4
546,negative,5
546,negative,6
546,negative,7
546,negative,8
548,neutral,1
548,neutral,2
548,neutral,3
548,neutral,4
548,neutral,5
548,neutral,6
548,neutral,7
548,neutral,8
549,neutral,1
549,neutral,2
549,neutral,3
549,positive,4
549,positive,5
549,positive,6
549,positive,7
549,positive,8
552,neutral,1
552,positive,2
552,positive,3
552,neutral,4
552,positive,5
552,neutral,6
552,positive,7
552,positive,8
553,neutral,1
553,neutral,2
553,neutral,3
553,neutral,4
553,neutral,5
553,neutral,6
553,positive,7
553,neutral,8
554,positive,1
554,neutral,2
554,neutral,3
554,positive,4
554,positive,5
554,neutral,6
554,positive,7
554,neutral,8
555,neutral,1
555,neutral,2
555,negative,3
555,negative,4
555,negative,5
555,negative,6
555,negative,7
555,negative,8
556,neutral,1
556,neutral,2
556,neutral,3
556,neutral,4
556,neutral,5
556,neutral,6
556,neutral,7
556,neutral,8
557,neutral,1
557,neutral,2
557,positive,3
557,positive,4
557,positive,5
557,positive,6
557,positive,7
557,positive,8
559,neutral,1
559,neutral,2
559,positive,3
559,positive,4
559,positive,5
559,positive,6
559,positive,7
559,positive,8
560,neutral,1
560,neutral,2
560,neutral,3
560,neutral,4
560,neutral,5
560,neutral,6
560,neutral,7
560,neutral,8
561,neutral,1
561,neutral,2
561,neutral,3
561,neutral,4
561,neutral,5
561,neutral,6
561,neutral,7
561,neutral,8
562,neutral,1
562,neutral,2
562,neutral,3
562,neutral,4
562,neutral,5
562,neutral,6
562,neutral,7
562,neutral,8
563,neutral,1
563,neutral,2
563,neutral,3
563,neutral,4
563,neutral,5
563,neutral,6
563,neutral,7
563,neutral,8
564,neutral,1
564,neutral,2
564,neutral,3
564,neutral,4
564,neutral,5
564,positive,6
564,positive,7
564,neutral,8
565,negative,1
565,neutral,2
565,neutral,3
565,neutral,4
565,neutral,5
565,neutral,6
565,neutral,7
565,neutral,8
566,negative,1
566,negative,2
566,negative,3
566,negative,4
566,negative,5
566,negative,6
566,negative,7
566,negative,8
567,negative,1
567,neutral,2
567,negative,3
567,negative,4
567,negative,5
567,negative,6
567,negative,7
567,negative,8
568,neutral,1
568,positive,2
568,positive,3
568,positive,4
568,positive,5
568,positive,6
568,positive,7
568,positive,8
569,neutral,1
569,neutral,2
569,neutral,3
569,neutral,4
569,neutral,5
569,neutral,6
569,neutral,7
569,neutral,8
570,negative,1
570,negative,2
570,negative,3
570,negative,4
570,negative,5
570,negative,6
570,negative,7
570,negative,8
571,negative,1
571,negative,2
571,negative,3
571,negative,4
571,negative,5
571,negative,6
571,negative,7
571,negative,8
572,neutral,1
572,neutral,2
572,positive,3
572,neutral,4
572,positive,5
572,neutral,6
572,positive,7
572,neutral,8
573,neutral,1
573,neutral,2
573,neutral,3
573,negative,4
573,negative,5
573,negative,6
573,negative,7
573,neutral,8
574,neutral,1
574,neutral,2
574,neutral,3
574,neutral,4
574,neutral,5
574,neutral,6
574,neutral,7
574,neutral,8
575,neutral,1
575,neutral,2
575,neutral,3
575,negative,4
575,negative,5
575,negative,6
575,positive,7
575,negative,8
577,neutral,1
577,neutral,2
577,neutral,3
577,neutral,4
577,neutral,5
577,neutral,6
577,neutral,7
577,neutral,8
578,negative,1
578,negative,2
578,negative,3
578,negative,4
578,negative,5
578,negative,6
578,negative,7
578,negative,8
579,negative,1
579,negative,2
579,negative,3
579,negative,4
579,negative,5
579,negative,6
579,negative,7
579,negative,8
580,neutral,1
580,neutral,2
580,neutral,3
580,neutral,4
580,neutral,5
580,neutral,6
580,neutral,7
580,neutral,8
581,neutral,1
581,neutral,2
581,neutral,3
581,neutral,4
581,neutral,5
581,neutral,6
581,neutral,7
581,neutral,8
583,neutral,1
583,neutral,2
583,neutral,3
583,negative,4
583,negative,5
583,negative,6
583,neutral,7
583,neutral,8
584,neutral,1
584,neutral,2
584,neutral,3
584,neutral,4
584,neutral,5
584,neutral,6
584,neutral,7
584,neutral,8
585,neutral,1
585,neutral,2
585,neutral,3
585,neutral,4
585,neutral,5
585,neutral,6
585,neutral,7
585,neutral,8
586,neutral,1
586,neutral,2
586,neutral,3
586,neutral,4
586,negative,5
586,neutral,6
586,negative,7
586,neutral,8
587,neutral,1
587,neutral,2
587,neutral,3
587,neutral,4
587,neutral,5
587,neutral,6
587,neutral,7
587,neutral,8
588,negative,1
588,negative,2
588,negative,3
588,negative,4
588,negative,5
588,negative,6
588,negative,7
588,positive,8
590,neutral,1
590,neutral,2
590,neutral,3
590,positive,4
590,positive,5
590,neutral,6
590,positive,7
590,positive,8
591,neutral,1
591,neutral,2
591,neutral,3
591,neutral,4
591,neutral,5
591,neutral,6
591,neutral,7
591,neutral,8
592,positive,1
592,positive,2
592,neutral,3
592,neutral,4
592,neutral,5
592,neutral,6
592,positive,7
592,neutral,8
593,neutral,1
593,neutral,2
593,neutral,3
593,neutral,4
593,neutral,5
593,neutral,6
593,neutral,7
593,neutral,8
594,neutral,1
594,neutral,2
594,neutral,3
594,neutral,4
594,neutral,5
594,neutral,6
594,neutral,7
594,neutral,8
595,neutral,1
595,neutral,2
595,neutral,3
595,neutral,4
595,neutral,5
595,neutral,6
595,neutral,7
595,neutral,8
596,neutral,1
596,neutral,2
596,neutral,3
596,neutral,4
596,neutral,5
596,neutral,6
596,neutral,7
596,neutral,8
597,positive,1
597,neutral,2
597,neutral,3
597,neutral,4
597,neutral,5
597,neutral,6
597,positive,7
597,neutral,8
598,negative,1
598,negative,2
598,negative,3
598,negative,4
598,negative,5
598,negative,6
598,negative,7
598,negative,8
600,positive,1
600,positive,2
600,positive,3
600,positive,4
600,positive,5
600,positive,6
600,positive,7
600,positive,8
602,neutral,1
602,neutral,2
602,neutral,3
602,neutral,4
602,neutral,5
602,neutral,6
602,neutral,7
602,neutral,8
603,neutral,1
603,neutral,2
603,neutral,3
603,neutral,4
603,neutral,5
603,neutral,6
603,neutral,7
603,neutral,8
604,neutral,1
604,neutral,2
604,neutral,3
604,neutral,4
604,neutral,5
604,positive,6
604,positive,7
604,neutral,8
605,neutral,1
605,neutral,2
605,neutral,3
605,negative,4
605,negative,5
605,negative,6
605,negative,7
605,neutral,8
